"CubeId";"auvezebq"
"PublishingDate";"2025-03-24 09:00"

"Date";"D0";"D1";"D2";"Value"
"2022-Q4";"N";"T";"K";"-26455.38529153"
"2022-Q4";"N";"T";"K7";
"2022-Q4";"N";"T";"K7A";
"2022-Q4";"N";"T";"K7B";
"2022-Q4";"N";"T";"KA";
"2022-Q4";"N";"T";"LE";"733301.00050141"
"2022-Q4";"A";"T";"LE1";"5360843.56733833"
"2022-Q4";"A";"T";"LX";"-109398.98792375"
"2022-Q4";"A";"T";"T";
"2022-Q4";"A";"T";"K";
"2022-Q4";"A";"T";"K7";
"2022-Q4";"A";"T";"K7A";
"2022-Q4";"A";"T";"K7B";
"2022-Q4";"A";"T";"KA";
"2022-Q4";"A";"T";"LE";"5251444.58041458"
"2022-Q4";"P";"T";"LE1";"4622731.60424088"
"2022-Q4";"P";"T";"LX";"-104588.02332772"
"2022-Q4";"P";"T";"T";
"2022-Q4";"P";"T";"K";
"2022-Q4";"P";"T";"K7";
"2022-Q4";"P";"T";"K7A";
"2022-Q4";"P";"T";"K7B";
"2022-Q4";"P";"T";"KA";
"2022-Q4";"P";"T";"LE";"4518143.57991317"
"2023-Q1";"N";"T";"LE1";"733301.00050141"
"2023-Q1";"N";"T";"LX";"36386.26154521"
"2023-Q1";"N";"T";"T";"-13476.65895064"
"2023-Q1";"N";"T";"K";"49862.92049585"
"2023-Q1";"N";"T";"K7";
"2023-Q1";"N";"T";"K7A";
"2023-Q1";"N";"T";"K7B";
"2023-Q1";"N";"T";"KA";
"2023-Q1";"N";"T";"LE";"769687.26304663"
"2023-Q1";"A";"T";"LE1";"5251444.58041458"
"2023-Q1";"A";"T";"LX";"48644.59247922"
"2023-Q1";"A";"T";"T";
"2023-Q1";"A";"T";"K";
"2023-Q1";"A";"T";"K7";
"2023-Q1";"A";"T";"K7A";
"2023-Q1";"A";"T";"K7B";
"2023-Q1";"A";"T";"KA";
"2023-Q1";"A";"T";"LE";"5300089.1718938"
"2023-Q1";"P";"T";"LE1";"4518143.57991317"
"2023-Q1";"P";"T";"LX";"12258.33093401"
"2023-Q1";"P";"T";"T";
"2023-Q1";"P";"T";"K";
"2023-Q1";"P";"T";"K7";
"2023-Q1";"P";"T";"K7A";
"2023-Q1";"P";"T";"K7B";
"2023-Q1";"P";"T";"KA";
"2023-Q1";"P";"T";"LE";"4530401.90884717"
"2023-Q2";"N";"T";"LE1";"769687.26304663"
"2023-Q2";"N";"T";"LX";"4418.64168289"
"2023-Q2";"N";"T";"T";"31483.26516449"
"2023-Q2";"N";"T";"K";"-27064.62168388"
"2023-Q2";"N";"T";"K7";
"2023-Q2";"N";"T";"K7A";
"2023-Q2";"N";"T";"K7B";
"2023-Q2";"N";"T";"KA";
"2023-Q2";"N";"T";"LE";"774105.90172952"
"2023-Q2";"A";"T";"LE1";"5300089.1718938"
"2023-Q2";"A";"T";"LX";"-96828.05519288"
"2023-Q2";"A";"T";"T";
"2023-Q2";"A";"T";"K";
"2023-Q2";"A";"T";"K7";
"2023-Q2";"A";"T";"K7A";
"2023-Q2";"A";"T";"K7B";
"2023-Q2";"A";"T";"KA";
"2023-Q2";"A";"T";"LE";"5203261.11370093"
"2023-Q2";"P";"T";"LE1";"4530401.90884717"
"2023-Q2";"P";"T";"LX";"-101246.69687577"
"2023-Q2";"P";"T";"T";
"2023-Q2";"P";"T";"K";
"2023-Q2";"P";"T";"K7";
"2023-Q2";"P";"T";"K7A";
"2023-Q2";"P";"T";"K7B";
"2023-Q2";"P";"T";"KA";
"2023-Q2";"P";"T";"LE";"4429155.2119714"
"2023-Q3";"N";"T";"LE1";"774105.90172952"
"2023-Q3";"N";"T";"LX";"57447.66848881"
"2023-Q3";"N";"T";"T";"28265.84314013"
"2023-Q3";"N";"T";"K";"29181.82623221"
"2023-Q3";"N";"T";"K7";
"2023-Q3";"N";"T";"K7A";
"2023-Q3";"N";"T";"K7B";
"2023-Q3";"N";"T";"KA";
"2023-Q3";"N";"T";"LE";"831553.57221833"
"2023-Q3";"A";"T";"LE1";"5203261.11370093"
"2023-Q3";"A";"T";"LX";"-50776.23098338"
"2023-Q3";"A";"T";"T";
"2023-Q3";"A";"T";"K";
"2023-Q3";"A";"T";"K7";
"2023-Q3";"A";"T";"K7A";
"2023-Q3";"A";"T";"K7B";
"2023-Q3";"A";"T";"KA";
"2023-Q3";"A";"T";"LE";"5152484.88471754"
"2023-Q3";"P";"T";"LE1";"4429155.2119714"
"2023-Q3";"P";"T";"LX";"-108223.89947219"
"2023-Q3";"P";"T";"T";
"2023-Q3";"P";"T";"K";
"2023-Q3";"P";"T";"K7";
"2023-Q3";"P";"T";"K7A";
"2023-Q3";"P";"T";"K7B";
"2023-Q3";"P";"T";"KA";
"2023-Q3";"P";"T";"LE";"4320931.31249921"
"2023-Q4";"N";"T";"LE1";"831553.57221833"
"2023-Q4";"N";"T";"LX";"-36724.53001462"
"2023-Q4";"N";"T";"T";"7996.44687556"
"2023-Q4";"N";"T";"K";"-44720.97866364"
"2023-Q4";"N";"T";"K7";
"2023-Q4";"N";"T";"K7A";
"2023-Q4";"N";"T";"K7B";
"2023-Q4";"N";"T";"KA";
"2023-Q4";"N";"T";"LE";"794829.04220371"
"2023-Q4";"A";"T";"LE1";"5152484.88471754"
"2023-Q4";"A";"T";"LX";"-187076.4222963"
"2023-Q4";"A";"T";"T";
"2023-Q4";"A";"T";"K";
"2023-Q4";"A";"T";"K7";
"2023-Q4";"A";"T";"K7A";
"2023-Q4";"A";"T";"K7B";
"2023-Q4";"A";"T";"KA";
"2023-Q4";"A";"T";"LE";"4965408.46042124"
"2023-Q4";"P";"T";"LE1";"4320931.31249921"
"2023-Q4";"P";"T";"LX";"-150351.89228168"
"2023-Q4";"P";"T";"T";
"2023-Q4";"P";"T";"K";
"2023-Q4";"P";"T";"K7";
"2023-Q4";"P";"T";"K7A";
"2023-Q4";"P";"T";"K7B";
"2023-Q4";"P";"T";"KA";
"2023-Q4";"P";"T";"LE";"4170579.41821753"
"2024-Q1";"N";"T";"LE1";"794829.04220371"
"2024-Q1";"N";"T";"LX";"162748.88421783"
"2024-Q1";"N";"T";"T";"14611.82322184"
"2024-Q1";"N";"T";"K";"148137.06012568"
"2024-Q1";"N";"T";"K7";
"2024-Q1";"N";"T";"K7A";
"2024-Q1";"N";"T";"K7B";
"2024-Q1";"N";"T";"KA";
"2024-Q1";"N";"T";"LE";"957577.92042154"
"2024-Q1";"A";"T";"LE1";"4965408.46042124"
"2024-Q1";"A";"T";"LX";"327892.62417816"
"2024-Q1";"A";"T";"T";
"2024-Q1";"A";"T";"K";
"2024-Q1";"A";"T";"K7";
"2024-Q1";"A";"T";"K7A";
"2024-Q1";"A";"T";"K7B";
"2024-Q1";"A";"T";"KA";
"2024-Q1";"A";"T";"LE";"5293301.0855994"
"2024-Q1";"P";"T";"LE1";"4170579.41821753"
"2024-Q1";"P";"T";"LX";"165143.73996033"
"2024-Q1";"P";"T";"T";
"2024-Q1";"P";"T";"K";
"2024-Q1";"P";"T";"K7";
"2024-Q1";"P";"T";"K7A";
"2024-Q1";"P";"T";"K7B";
"2024-Q1";"P";"T";"KA";
"2024-Q1";"P";"T";"LE";"4335723.16517786"
