"CubeId";"auvezebq"
"PublishingDate";"2025-03-24 09:00"

"Date";"D0";"D1";"D2";"Value"
"2011-Q2";"A";"T";"T";
"2011-Q2";"A";"T";"K";
"2011-Q2";"A";"T";"K7";
"2011-Q2";"A";"T";"K7A";
"2011-Q2";"A";"T";"K7B";
"2011-Q2";"A";"T";"KA";
"2011-Q2";"A";"T";"LE";"3372117.65700433"
"2011-Q2";"P";"T";"LE1";"2773410.89665204"
"2011-Q2";"P";"T";"LX";"-65895.39043317"
"2011-Q2";"P";"T";"T";
"2011-Q2";"P";"T";"K";
"2011-Q2";"P";"T";"K7";
"2011-Q2";"P";"T";"K7A";
"2011-Q2";"P";"T";"K7B";
"2011-Q2";"P";"T";"KA";
"2011-Q2";"P";"T";"LE";"2707515.80521886"
"2011-Q3";"N";"T";"LE1";"664601.85178547"
"2011-Q3";"N";"T";"LX";"92038.15206255"
"2011-Q3";"N";"T";"T";"15352.01299962"
"2011-Q3";"N";"T";"K";"76686.83906293"
"2011-Q3";"N";"T";"K7";
"2011-Q3";"N";"T";"K7A";
"2011-Q3";"N";"T";"K7B";
"2011-Q3";"N";"T";"KA";
"2011-Q3";"N";"T";"LE";"756640.50184802"
"2011-Q3";"A";"T";"LE1";"3372117.65700433"
"2011-Q3";"A";"T";"LX";"179053.86205471"
"2011-Q3";"A";"T";"T";
"2011-Q3";"A";"T";"K";
"2011-Q3";"A";"T";"K7";
"2011-Q3";"A";"T";"K7A";
"2011-Q3";"A";"T";"K7B";
"2011-Q3";"A";"T";"KA";
"2011-Q3";"A";"T";"LE";"3551171.81805904"
"2011-Q3";"P";"T";"LE1";"2707515.80521886"
"2011-Q3";"P";"T";"LX";"87015.70999216"
"2011-Q3";"P";"T";"T";
"2011-Q3";"P";"T";"K";
"2011-Q3";"P";"T";"K7";
"2011-Q3";"P";"T";"K7A";
"2011-Q3";"P";"T";"K7B";
"2011-Q3";"P";"T";"KA";
"2011-Q3";"P";"T";"LE";"2794531.31621102"
"2011-Q4";"N";"T";"LE1";"756640.50184802"
"2011-Q4";"N";"T";"LX";"-10458.94579962"
"2011-Q4";"N";"T";"T";"-30340.31401058"
"2011-Q4";"N";"T";"K";"19882.26821097"
"2011-Q4";"N";"T";"K7";
"2011-Q4";"N";"T";"K7A";
"2011-Q4";"N";"T";"K7B";
"2011-Q4";"N";"T";"KA";
"2011-Q4";"N";"T";"LE";"746181.57104841"
"2011-Q4";"A";"T";"LE1";"3551171.81805904"
"2011-Q4";"A";"T";"LX";"24964.57843596"
"2011-Q4";"A";"T";"T";
"2011-Q4";"A";"T";"K";
"2011-Q4";"A";"T";"K7";
"2011-Q4";"A";"T";"K7A";
"2011-Q4";"A";"T";"K7B";
"2011-Q4";"A";"T";"KA";
"2011-Q4";"A";"T";"LE";"3576136.105495"
"2011-Q4";"P";"T";"LE1";"2794531.31621102"
"2011-Q4";"P";"T";"LX";"35423.52423557"
"2011-Q4";"P";"T";"T";
"2011-Q4";"P";"T";"K";
"2011-Q4";"P";"T";"K7";
"2011-Q4";"P";"T";"K7A";
"2011-Q4";"P";"T";"K7B";
"2011-Q4";"P";"T";"KA";
"2011-Q4";"P";"T";"LE";"2829954.5344466"
"2012-Q1";"N";"T";"LE1";"746181.57104841"
"2012-Q1";"N";"T";"LX";"-45131.95088701"
"2012-Q1";"N";"T";"T";"-4098.52952043"
"2012-Q1";"N";"T";"K";"-41034.02136658"
"2012-Q1";"N";"T";"K7";
"2012-Q1";"N";"T";"K7A";
"2012-Q1";"N";"T";"K7B";
"2012-Q1";"N";"T";"KA";
"2012-Q1";"N";"T";"LE";"701048.4081614"
"2012-Q1";"A";"T";"LE1";"3576136.105495"
"2012-Q1";"A";"T";"LX";"-2663.01829697"
"2012-Q1";"A";"T";"T";
"2012-Q1";"A";"T";"K";
"2012-Q1";"A";"T";"K7";
"2012-Q1";"A";"T";"K7A";
"2012-Q1";"A";"T";"K7B";
"2012-Q1";"A";"T";"KA";
"2012-Q1";"A";"T";"LE";"3573473.18119804"
"2012-Q1";"P";"T";"LE1";"2829954.5344466"
"2012-Q1";"P";"T";"LX";"42468.93259004"
"2012-Q1";"P";"T";"T";
"2012-Q1";"P";"T";"K";
"2012-Q1";"P";"T";"K7";
"2012-Q1";"P";"T";"K7A";
"2012-Q1";"P";"T";"K7B";
"2012-Q1";"P";"T";"KA";
"2012-Q1";"P";"T";"LE";"2872424.77303664"
"2012-Q2";"N";"T";"LE1";"701048.4081614"
"2012-Q2";"N";"T";"LX";"52784.63500326"
"2012-Q2";"N";"T";"T";"21075.41786895"
"2012-Q2";"N";"T";"K";"31709.11713431"
"2012-Q2";"N";"T";"K7";
"2012-Q2";"N";"T";"K7A";
"2012-Q2";"N";"T";"K7B";
"2012-Q2";"N";"T";"KA";
"2012-Q2";"N";"T";"LE";"753833.84316466"
"2012-Q2";"A";"T";"LE1";"3573473.18119804"
"2012-Q2";"A";"T";"LX";"148037.75569715"
"2012-Q2";"A";"T";"T";
"2012-Q2";"A";"T";"K";
"2012-Q2";"A";"T";"K7";
"2012-Q2";"A";"T";"K7A";
"2012-Q2";"A";"T";"K7B";
"2012-Q2";"A";"T";"KA";
"2012-Q2";"A";"T";"LE";"3721511.03289519"
"2012-Q2";"P";"T";"LE1";"2872424.77303664"
"2012-Q2";"P";"T";"LX";"95253.12069389"
"2012-Q2";"P";"T";"T";
"2012-Q2";"P";"T";"K";
"2012-Q2";"P";"T";"K7";
"2012-Q2";"P";"T";"K7A";
"2012-Q2";"P";"T";"K7B";
"2012-Q2";"P";"T";"KA";
"2012-Q2";"P";"T";"LE";"2967677.18973053"
"2012-Q3";"N";"T";"LE1";"753833.84316466"
"2012-Q3";"N";"T";"LX";"18308.90248596"
"2012-Q3";"N";"T";"T";"21406.90338344"
"2012-Q3";"N";"T";"K";"-3098.90089748"
"2012-Q3";"N";"T";"K7";
"2012-Q3";"N";"T";"K7A";
"2012-Q3";"N";"T";"K7B";
"2012-Q3";"N";"T";"KA";
"2012-Q3";"N";"T";"LE";"772143.25365062"
"2012-Q3";"A";"T";"LE1";"3721511.03289519"
"2012-Q3";"A";"T";"LX";"125988.24158106"
"2012-Q3";"A";"T";"T";
"2012-Q3";"A";"T";"K";
"2012-Q3";"A";"T";"K7";
"2012-Q3";"A";"T";"K7A";
"2012-Q3";"A";"T";"K7B";
"2012-Q3";"A";"T";"KA";
"2012-Q3";"A";"T";"LE";"3847499.18047625"
"2012-Q3";"P";"T";"LE1";"2967677.18973053"
"2012-Q3";"P";"T";"LX";"107679.3390951"
"2012-Q3";"P";"T";"T";
"2012-Q3";"P";"T";"K";
"2012-Q3";"P";"T";"K7";
"2012-Q3";"P";"T";"K7A";
"2012-Q3";"P";"T";"K7B";
"2012-Q3";"P";"T";"KA";
"2012-Q3";"P";"T";"LE";"3075355.92682563"
"2012-Q4";"N";"T";"LE1";"772143.25365062"
"2012-Q4";"N";"T";"LX";"-91579.74945852"
"2012-Q4";"N";"T";"T";"29511.2849758"
"2012-Q4";"N";"T";"K";"-121091.43443432"
"2012-Q4";"N";"T";"K7";
"2012-Q4";"N";"T";"K7A";
"2012-Q4";"N";"T";"K7B";
"2012-Q4";"N";"T";"KA";
"2012-Q4";"N";"T";"LE";"680563.9011921"
"2012-Q4";"A";"T";"LE1";"3847499.18047625"
"2012-Q4";"A";"T";"LX";"-7332.80666237"
"2012-Q4";"A";"T";"T";
"2012-Q4";"A";"T";"K";
"2012-Q4";"A";"T";"K7";
"2012-Q4";"A";"T";"K7A";
"2012-Q4";"A";"T";"K7B";
"2012-Q4";"A";"T";"KA";
"2012-Q4";"A";"T";"LE";"3840166.97781388"
"2012-Q4";"P";"T";"LE1";"3075355.92682563"
"2012-Q4";"P";"T";"LX";"84246.94279615"
"2012-Q4";"P";"T";"T";
"2012-Q4";"P";"T";"K";
"2012-Q4";"P";"T";"K7";
"2012-Q4";"P";"T";"K7A";
"2012-Q4";"P";"T";"K7B";
"2012-Q4";"P";"T";"KA";
"2012-Q4";"P";"T";"LE";"3159603.07662179"
"2013-Q1";"N";"T";"LE1";"680563.9011921"
"2013-Q1";"N";"T";"LX";"-59308.42847838"
"2013-Q1";"N";"T";"T";"11591.99453694"
"2013-Q1";"N";"T";"K";"-70900.62301532"
"2013-Q1";"N";"T";"K7";
"2013-Q1";"N";"T";"K7A";
"2013-Q1";"N";"T";"K7B";
"2013-Q1";"N";"T";"KA";
"2013-Q1";"N";"T";"LE";"621254.66671372"
"2013-Q1";"A";"T";"LE1";"3840166.97781388"
"2013-Q1";"A";"T";"LX";"88861.16669365"
"2013-Q1";"A";"T";"T";
"2013-Q1";"A";"T";"K";
"2013-Q1";"A";"T";"K7";
"2013-Q1";"A";"T";"K7A";
"2013-Q1";"A";"T";"K7B";
"2013-Q1";"A";"T";"KA";
"2013-Q1";"A";"T";"LE";"3929027.53150753"
"2013-Q1";"P";"T";"LE1";"3159603.07662179"
"2013-Q1";"P";"T";"LX";"148169.59517203"
"2013-Q1";"P";"T";"T";
"2013-Q1";"P";"T";"K";
"2013-Q1";"P";"T";"K7";
"2013-Q1";"P";"T";"K7A";
"2013-Q1";"P";"T";"K7B";
"2013-Q1";"P";"T";"KA";
"2013-Q1";"P";"T";"LE";"3307772.86479381"
"2013-Q2";"N";"T";"LE1";"621254.66671372"
"2013-Q2";"N";"T";"LX";"-24221.09749336"
"2013-Q2";"N";"T";"T";"36281.38004139"
"2013-Q2";"N";"T";"K";"-60502.47753476"
"2013-Q2";"N";"T";"K7";
"2013-Q2";"N";"T";"K7A";
"2013-Q2";"N";"T";"K7B";
"2013-Q2";"N";"T";"KA";
"2013-Q2";"N";"T";"LE";"597033.76722035"
"2013-Q2";"A";"T";"LE1";"3929027.53150753"
"2013-Q2";"A";"T";"LX";"-51835.78463451"
"2013-Q2";"A";"T";"T";
"2013-Q2";"A";"T";"K";
"2013-Q2";"A";"T";"K7";
"2013-Q2";"A";"T";"K7A";
"2013-Q2";"A";"T";"K7B";
"2013-Q2";"A";"T";"KA";
"2013-Q2";"A";"T";"LE";"3877191.95587302"
"2013-Q2";"P";"T";"LE1";"3307772.86479381"
"2013-Q2";"P";"T";"LX";"-27614.68714115"
"2013-Q2";"P";"T";"T";
"2013-Q2";"P";"T";"K";
"2013-Q2";"P";"T";"K7";
"2013-Q2";"P";"T";"K7A";
"2013-Q2";"P";"T";"K7B";
"2013-Q2";"P";"T";"KA";
"2013-Q2";"P";"T";"LE";"3280158.18865267"
"2013-Q3";"N";"T";"LE1";"597033.76722035"
"2013-Q3";"N";"T";"LX";"-22585.21761299"
"2013-Q3";"N";"T";"T";"43532.50182273"
"2013-Q3";"N";"T";"K";"-66117.61943572"
"2013-Q3";"N";"T";"K7";
"2013-Q3";"N";"T";"K7A";
"2013-Q3";"N";"T";"K7B";
"2013-Q3";"N";"T";"KA";
"2013-Q3";"N";"T";"LE";"574448.75860736"
"2013-Q3";"A";"T";"LE1";"3877191.95587302"
"2013-Q3";"A";"T";"LX";"1423.56445938"
"2013-Q3";"A";"T";"T";
"2013-Q3";"A";"T";"K";
"2013-Q3";"A";"T";"K7";
"2013-Q3";"A";"T";"K7A";
"2013-Q3";"A";"T";"K7B";
"2013-Q3";"A";"T";"KA";
"2013-Q3";"A";"T";"LE";"3878615.8263324"
"2013-Q3";"P";"T";"LE1";"3280158.18865267"
"2013-Q3";"P";"T";"LX";"24008.78207237"
"2013-Q3";"P";"T";"T";
"2013-Q3";"P";"T";"K";
"2013-Q3";"P";"T";"K7";
"2013-Q3";"P";"T";"K7A";
"2013-Q3";"P";"T";"K7B";
"2013-Q3";"P";"T";"KA";
"2013-Q3";"P";"T";"LE";"3304167.06772504"
"2013-Q4";"N";"T";"LE1";"574448.75860736"
"2013-Q4";"N";"T";"LX";"-17059.01253933"
"2013-Q4";"N";"T";"T";"12536.74768644"
"2013-Q4";"N";"T";"K";"-29596.06022577"
"2013-Q4";"N";"T";"K7";
"2013-Q4";"N";"T";"K7A";
"2013-Q4";"N";"T";"K7B";
"2013-Q4";"N";"T";"KA";
"2013-Q4";"N";"T";"LE";"557389.14206803"
"2013-Q4";"A";"T";"LE1";"3878615.8263324"
"2013-Q4";"A";"T";"LX";"8762.7713145"
"2013-Q4";"A";"T";"T";
"2013-Q4";"A";"T";"K";
"2013-Q4";"A";"T";"K7";
"2013-Q4";"A";"T";"K7A";
"2013-Q4";"A";"T";"K7B";
"2013-Q4";"A";"T";"KA";
"2013-Q4";"A";"T";"LE";"3887377.5936469"
"2013-Q4";"P";"T";"LE1";"3304167.06772504"
"2013-Q4";"P";"T";"LX";"25821.78385383"
"2013-Q4";"P";"T";"T";
"2013-Q4";"P";"T";"K";
"2013-Q4";"P";"T";"K7";
"2013-Q4";"P";"T";"K7A";
"2013-Q4";"P";"T";"K7B";
"2013-Q4";"P";"T";"KA";
"2013-Q4";"P";"T";"LE";"3329988.45157887"
"2014-Q1";"N";"T";"LE1";"557389.14206803"
"2014-Q1";"N";"T";"LX";"-24634.76540964"
"2014-Q1";"N";"T";"T";"19041.06354534"
"2014-Q1";"N";"T";"K";"-43676.41566657"
"2014-Q1";"N";"T";"K7";
"2014-Q1";"N";"T";"K7A";
"2014-Q1";"N";"T";"K7B";
"2014-Q1";"N";"T";"KA";
"2014-Q1";"N";"T";"LE";"532753.57665839"
"2014-Q1";"A";"T";"LE1";"3887377.5936469"
"2014-Q1";"A";"T";"LX";"-2416.68761736"
"2014-Q1";"A";"T";"T";
"2014-Q1";"A";"T";"K";
"2014-Q1";"A";"T";"K7";
"2014-Q1";"A";"T";"K7A";
"2014-Q1";"A";"T";"K7B";
"2014-Q1";"A";"T";"KA";
"2014-Q1";"A";"T";"LE";"3884960.59302954"
"2014-Q1";"P";"T";"LE1";"3329988.45157887"
"2014-Q1";"P";"T";"LX";"22218.07779228"
"2014-Q1";"P";"T";"T";
"2014-Q1";"P";"T";"K";
"2014-Q1";"P";"T";"K7";
"2014-Q1";"P";"T";"K7A";
"2014-Q1";"P";"T";"K7B";
"2014-Q1";"P";"T";"KA";
"2014-Q1";"P";"T";"LE";"3352207.01637115"
"2014-Q2";"N";"T";"LE1";"532753.57665839"
"2014-Q2";"N";"T";"LX";"4523.13313875"
"2014-Q2";"N";"T";"T";"5517.87430481"
"2014-Q2";"N";"T";"K";"-994.22877074"
"2014-Q2";"N";"T";"K7";
"2014-Q2";"N";"T";"K7A";
"2014-Q2";"N";"T";"K7B";
"2014-Q2";"N";"T";"KA";
"2014-Q2";"N";"T";"LE";"537278.00979714"
"2014-Q2";"A";"T";"LE1";"3884960.59302954"
"2014-Q2";"A";"T";"LX";"32351.42937369"
"2014-Q2";"A";"T";"T";
"2014-Q2";"A";"T";"K";
"2014-Q2";"A";"T";"K7";
"2014-Q2";"A";"T";"K7A";
"2014-Q2";"A";"T";"K7B";
"2014-Q2";"A";"T";"KA";
"2014-Q2";"A";"T";"LE";"3917312.93040324"
"2014-Q2";"P";"T";"LE1";"3352207.01637115"
"2014-Q2";"P";"T";"LX";"27828.29623494"
"2014-Q2";"P";"T";"T";
"2014-Q2";"P";"T";"K";
"2014-Q2";"P";"T";"K7";
"2014-Q2";"P";"T";"K7A";
"2014-Q2";"P";"T";"K7B";
"2014-Q2";"P";"T";"KA";
"2014-Q2";"P";"T";"LE";"3380034.9206061"
"2014-Q3";"N";"T";"LE1";"537278.00979714"
"2014-Q3";"N";"T";"LX";"18374.47097352"
"2014-Q3";"N";"T";"T";"2394.48394355"
"2014-Q3";"N";"T";"K";"15979.70033967"
"2014-Q3";"N";"T";"K7";
"2014-Q3";"N";"T";"K7A";
"2014-Q3";"N";"T";"K7B";
"2014-Q3";"N";"T";"KA";
"2014-Q3";"N";"T";"LE";"555652.18477066"
"2014-Q3";"A";"T";"LE1";"3917312.93040324"
"2014-Q3";"A";"T";"LX";"96337.18717933"
"2014-Q3";"A";"T";"T";
"2014-Q3";"A";"T";"K";
"2014-Q3";"A";"T";"K7";
"2014-Q3";"A";"T";"K7A";
"2014-Q3";"A";"T";"K7B";
"2014-Q3";"A";"T";"KA";
"2014-Q3";"A";"T";"LE";"4013649.91858257"
"2014-Q3";"P";"T";"LE1";"3380034.9206061"
"2014-Q3";"P";"T";"LX";"77962.71620581"
"2014-Q3";"P";"T";"T";
"2014-Q3";"P";"T";"K";
"2014-Q3";"P";"T";"K7";
"2014-Q3";"P";"T";"K7A";
"2014-Q3";"P";"T";"K7B";
"2014-Q3";"P";"T";"KA";
"2014-Q3";"P";"T";"LE";"3457997.73381191"
"2014-Q4";"N";"T";"LE1";"555652.18477066"
"2014-Q4";"N";"T";"LX";"-43196.2525197"
"2014-Q4";"N";"T";"T";"-25059.27253997"
"2014-Q4";"N";"T";"K";"-18136.71812604"
"2014-Q4";"N";"T";"K7";
"2014-Q4";"N";"T";"K7A";
"2014-Q4";"N";"T";"K7B";
"2014-Q4";"N";"T";"KA";
"2014-Q4";"N";"T";"LE";"512455.92725096"
"2014-Q4";"A";"T";"LE1";"4013649.91858257"
"2014-Q4";"A";"T";"LX";"175942.22436256"
"2014-Q4";"A";"T";"T";
"2014-Q4";"A";"T";"K";
"2014-Q4";"A";"T";"K7";
"2014-Q4";"A";"T";"K7A";
"2014-Q4";"A";"T";"K7B";
"2014-Q4";"A";"T";"KA";
"2014-Q4";"A";"T";"LE";"4189592.14294513"
"2014-Q4";"P";"T";"LE1";"3457997.73381191"
"2014-Q4";"P";"T";"LX";"219138.47688226"
"2014-Q4";"P";"T";"T";
"2014-Q4";"P";"T";"K";
"2014-Q4";"P";"T";"K7";
"2014-Q4";"P";"T";"K7A";
"2014-Q4";"P";"T";"K7B";
"2014-Q4";"P";"T";"KA";
"2014-Q4";"P";"T";"LE";"3677136.21569417"
"2015-Q1";"N";"T";"LE1";"512455.92725096"
"2015-Q1";"N";"T";"LX";"-129163.21994401"
"2015-Q1";"N";"T";"T";"-1984.05097424"
"2015-Q1";"N";"T";"K";"-127178.97939957"
"2015-Q1";"N";"T";"K7";
"2015-Q1";"N";"T";"K7A";
"2015-Q1";"N";"T";"K7B";
"2015-Q1";"N";"T";"KA";
"2015-Q1";"N";"T";"LE";"383292.71130713"
"2015-Q1";"A";"T";"LE1";"4189592.14294513"
"2015-Q1";"A";"T";"LX";"-56378.76627317"
"2015-Q1";"A";"T";"T";
"2015-Q1";"A";"T";"K";
"2015-Q1";"A";"T";"K7";
"2015-Q1";"A";"T";"K7A";
"2015-Q1";"A";"T";"K7B";
"2015-Q1";"A";"T";"KA";
"2015-Q1";"A";"T";"LE";"4133213.37567213"
"2015-Q1";"P";"T";"LE1";"3677136.21569417"
"2015-Q1";"P";"T";"LX";"72784.45367084"
"2015-Q1";"P";"T";"T";
"2015-Q1";"P";"T";"K";
"2015-Q1";"P";"T";"K7";
"2015-Q1";"P";"T";"K7A";
"2015-Q1";"P";"T";"K7B";
"2015-Q1";"P";"T";"KA";
"2015-Q1";"P";"T";"LE";"3749920.66436501"
"2015-Q2";"N";"T";"LE1";"383292.71130713"
"2015-Q2";"N";"T";"LX";"18412.84574381"
"2015-Q2";"N";"T";"T";"18595.62340963"
"2015-Q2";"N";"T";"K";"-183.61485491"
"2015-Q2";"N";"T";"K7";
"2015-Q2";"N";"T";"K7A";
"2015-Q2";"N";"T";"K7B";
"2015-Q2";"N";"T";"KA";
"2015-Q2";"N";"T";"LE";"401705.55605094"
"2015-Q2";"A";"T";"LE1";"4133213.37567213"
"2015-Q2";"A";"T";"LX";"-64768.6776604"
"2015-Q2";"A";"T";"T";
"2015-Q2";"A";"T";"K";
"2015-Q2";"A";"T";"K7";
"2015-Q2";"A";"T";"K7A";
"2015-Q2";"A";"T";"K7B";
"2015-Q2";"A";"T";"KA";
"2015-Q2";"A";"T";"LE";"4068444.69801173"
"2015-Q2";"P";"T";"LE1";"3749920.66436501"
"2015-Q2";"P";"T";"LX";"-83181.52340421"
"2015-Q2";"P";"T";"T";
"2015-Q2";"P";"T";"K";
"2015-Q2";"P";"T";"K7";
"2015-Q2";"P";"T";"K7A";
"2015-Q2";"P";"T";"K7B";
"2015-Q2";"P";"T";"KA";
"2015-Q2";"P";"T";"LE";"3666739.14196079"
"2015-Q3";"N";"T";"LE1";"401705.55605094"
"2015-Q3";"N";"T";"LX";"105413.85790861"
"2015-Q3";"N";"T";"T";"24112.5806377"
"2015-Q3";"N";"T";"K";"81301.08922216"
"2015-Q3";"N";"T";"K7";
"2015-Q3";"N";"T";"K7A";
"2015-Q3";"N";"T";"K7B";
"2015-Q3";"N";"T";"KA";
"2015-Q3";"N";"T";"LE";"507119.41095955"
"2015-Q3";"A";"T";"LE1";"4068444.69801173"
"2015-Q3";"A";"T";"LX";"139596.91409499"
"2015-Q3";"A";"T";"T";
"2015-Q3";"A";"T";"K";
"2015-Q3";"A";"T";"K7";
"2015-Q3";"A";"T";"K7A";
"2015-Q3";"A";"T";"K7B";
"2015-Q3";"A";"T";"KA";
"2015-Q3";"A";"T";"LE";"4208041.61410673"
"2015-Q3";"P";"T";"LE1";"3666739.14196079"
"2015-Q3";"P";"T";"LX";"34183.05618639"
"2015-Q3";"P";"T";"T";
"2015-Q3";"P";"T";"K";
"2015-Q3";"P";"T";"K7";
"2015-Q3";"P";"T";"K7A";
"2015-Q3";"P";"T";"K7B";
"2015-Q3";"P";"T";"KA";
"2015-Q3";"P";"T";"LE";"3700922.20314718"
"2015-Q4";"N";"T";"LE1";"507119.41095955"
"2015-Q4";"N";"T";"LX";"-13023.47749522"
"2015-Q4";"N";"T";"T";"-3590.89518723"
"2015-Q4";"N";"T";"K";"-9431.77226957"
"2015-Q4";"N";"T";"K7";
"2015-Q4";"N";"T";"K7A";
"2015-Q4";"N";"T";"K7B";
"2015-Q4";"N";"T";"KA";
"2015-Q4";"N";"T";"LE";"494095.92946433"
"2015-Q4";"A";"T";"LE1";"4208041.61410673"
"2015-Q4";"A";"T";"LX";"127383.72301347"
"2015-Q4";"A";"T";"T";
"2015-Q4";"A";"T";"K";
"2015-Q4";"A";"T";"K7";
"2015-Q4";"A";"T";"K7A";
"2015-Q4";"A";"T";"K7B";
"2015-Q4";"A";"T";"KA";
"2015-Q4";"A";"T";"LE";"4335425.3321202"
"2015-Q4";"P";"T";"LE1";"3700922.20314718"
"2015-Q4";"P";"T";"LX";"140407.20050869"
"2015-Q4";"P";"T";"T";
"2015-Q4";"P";"T";"K";
"2015-Q4";"P";"T";"K7";
"2015-Q4";"P";"T";"K7A";
"2015-Q4";"P";"T";"K7B";
"2015-Q4";"P";"T";"KA";
"2015-Q4";"P";"T";"LE";"3841329.40265587"
"2016-Q1";"N";"T";"LE1";"494095.92946433"
"2016-Q1";"N";"T";"LX";"59773.14556883"
"2016-Q1";"N";"T";"T";"2599.98913659"
"2016-Q1";"N";"T";"K";"57173.15668224"
"2016-Q1";"N";"T";"K7";
"2016-Q1";"N";"T";"K7A";
"2016-Q1";"N";"T";"K7B";
"2016-Q1";"N";"T";"KA";
"2016-Q1";"N";"T";"LE";"553869.08103316"
"2016-Q1";"A";"T";"LE1";"4335425.3321202"
"2016-Q1";"A";"T";"LX";"29962.77408469"
"2016-Q1";"A";"T";"T";
"2016-Q1";"A";"T";"K";
"2016-Q1";"A";"T";"K7";
"2016-Q1";"A";"T";"K7A";
"2016-Q1";"A";"T";"K7B";
"2016-Q1";"A";"T";"KA";
"2016-Q1";"A";"T";"LE";"4365388.11020489"
"2016-Q1";"P";"T";"LE1";"3841329.40265587"
"2016-Q1";"P";"T";"LX";"-29810.37148414"
"2016-Q1";"P";"T";"T";
"2016-Q1";"P";"T";"K";
"2016-Q1";"P";"T";"K7";
"2016-Q1";"P";"T";"K7A";
"2016-Q1";"P";"T";"K7B";
"2016-Q1";"P";"T";"KA";
"2016-Q1";"P";"T";"LE";"3811519.02917173"
"2016-Q2";"N";"T";"LE1";"553869.08103316"
"2016-Q2";"N";"T";"LX";"13101.58445138"
"2016-Q2";"N";"T";"T";"-412.99068623"
"2016-Q2";"N";"T";"K";"13514.57441727"
"2016-Q2";"N";"T";"K7";
"2016-Q2";"N";"T";"K7A";
"2016-Q2";"N";"T";"K7B";
"2016-Q2";"N";"T";"KA";
"2016-Q2";"N";"T";"LE";"566970.66248453"
"2016-Q2";"A";"T";"LE1";"4365388.11020489"
"2016-Q2";"A";"T";"LX";"157271.8554299"
"2016-Q2";"A";"T";"T";
"2016-Q2";"A";"T";"K";
"2016-Q2";"A";"T";"K7";
"2016-Q2";"A";"T";"K7A";
"2016-Q2";"A";"T";"K7B";
"2016-Q2";"A";"T";"KA";
"2016-Q2";"A";"T";"LE";"4522659.96763479"
"2016-Q2";"P";"T";"LE1";"3811519.02917173"
"2016-Q2";"P";"T";"LX";"144170.27097853"
"2016-Q2";"P";"T";"T";
"2016-Q2";"P";"T";"K";
"2016-Q2";"P";"T";"K7";
"2016-Q2";"P";"T";"K7A";
"2016-Q2";"P";"T";"K7B";
"2016-Q2";"P";"T";"KA";
"2016-Q2";"P";"T";"LE";"3955689.30515026"
"2016-Q3";"N";"T";"LE1";"566970.66248453"
"2016-Q3";"N";"T";"LX";"22919.2783173"
"2016-Q3";"N";"T";"T";"33786.89312464"
"2016-Q3";"N";"T";"K";"-10867.61455734"
"2016-Q3";"N";"T";"K7";
"2016-Q3";"N";"T";"K7A";
"2016-Q3";"N";"T";"K7B";
"2016-Q3";"N";"T";"KA";
"2016-Q3";"N";"T";"LE";"589889.93980184"
"2016-Q3";"A";"T";"LE1";"4522659.96763479"
"2016-Q3";"A";"T";"LX";"140964.84696643"
"2016-Q3";"A";"T";"T";
"2016-Q3";"A";"T";"K";
"2016-Q3";"A";"T";"K7";
"2016-Q3";"A";"T";"K7A";
"2016-Q3";"A";"T";"K7B";
"2016-Q3";"A";"T";"KA";
"2016-Q3";"A";"T";"LE";"4663624.81260123"
"2016-Q3";"P";"T";"LE1";"3955689.30515026"
"2016-Q3";"P";"T";"LX";"118045.56864913"
"2016-Q3";"P";"T";"T";
"2016-Q3";"P";"T";"K";
"2016-Q3";"P";"T";"K7";
"2016-Q3";"P";"T";"K7A";
"2016-Q3";"P";"T";"K7B";
"2016-Q3";"P";"T";"KA";
"2016-Q3";"P";"T";"LE";"4073734.87279939"
"2016-Q4";"N";"T";"LE1";"589889.93980184"
"2016-Q4";"N";"T";"LX";"33590.79265419"
"2016-Q4";"N";"T";"T";"36619.59690639"
"2016-Q4";"N";"T";"K";"-3028.80600558"
"2016-Q4";"N";"T";"K7";
"2016-Q4";"N";"T";"K7A";
"2016-Q4";"N";"T";"K7B";
"2016-Q4";"N";"T";"KA";
"2016-Q4";"N";"T";"LE";"623480.74345603"
"2016-Q4";"A";"T";"LE1";"4663624.81260123"
"2016-Q4";"A";"T";"LX";"185722.88875652"
"2016-Q4";"A";"T";"T";
"2016-Q4";"A";"T";"K";
"2016-Q4";"A";"T";"K7";
"2016-Q4";"A";"T";"K7A";
"2016-Q4";"A";"T";"K7B";
"2016-Q4";"A";"T";"KA";
"2016-Q4";"A";"T";"LE";"4849347.70735775"
"2016-Q4";"P";"T";"LE1";"4073734.87279939"
"2016-Q4";"P";"T";"LX";"152132.09610233"
"2016-Q4";"P";"T";"T";
"2016-Q4";"P";"T";"K";
"2016-Q4";"P";"T";"K7";
"2016-Q4";"P";"T";"K7A";
"2016-Q4";"P";"T";"K7B";
"2016-Q4";"P";"T";"KA";
"2016-Q4";"P";"T";"LE";"4225866.96390172"
"2017-Q1";"N";"T";"LE1";"623480.74345603"
"2017-Q1";"N";"T";"LX";"-25776.83659983"
"2017-Q1";"N";"T";"T";"16682.23157226"
"2017-Q1";"N";"T";"K";"-42458.98012197"
"2017-Q1";"N";"T";"K7";
"2017-Q1";"N";"T";"K7A";
"2017-Q1";"N";"T";"K7B";
"2017-Q1";"N";"T";"KA";
